anio,mes,fecha_corte,hora,genero,rango_edad,viajes,hora_limpia,hora_num,rango_edad_limpio
2024,Julio,2024-07-01,00:00:00,Hombre,10-20 años,6,00:00:00,0,10-20 años
2024,Julio,2024-07-01,05:00:00,Hombre,10-20 años,3,05:00:00,5,10-20 años
2024,Julio,2024-07-01,06:00:00,Hombre,10-20 años,14,06:00:00,6,10-20 años
2024,Julio,2024-07-01,07:00:00,Hombre,10-20 años,24,07:00:00,7,10-20 años
2024,Julio,2024-07-01,08:00:00,Hombre,10-20 años,46,08:00:00,8,10-20 años
2024,Julio,2024-07-01,09:00:00,Hombre,10-20 años,46,09:00:00,9,10-20 años
2024,Julio,2024-07-01,10:00:00,Hombre,10-20 años,58,10:00:00,10,10-20 años
2024,Julio,2024-07-01,11:00:00,Hombre,10-20 años,63,11:00:00,11,10-20 años
2024,Julio,2024-07-01,12:00:00,Hombre,10-20 años,73,12:00:00,12,10-20 años
2024,Julio,2024-07-01,13:00:00,Hombre,10-20 años,96,13:00:00,13,10-20 años
2024,Julio,2024-07-01,14:00:00,Hombre,10-20 años,130,14:00:00,14,10-20 años
2024,Julio,2024-07-01,15:00:00,Hombre,10-20 años,132,15:00:00,15,10-20 años
2024,Julio,2024-07-01,16:00:00,Hombre,10-20 años,107,16:00:00,16,10-20 años
2024,Julio,2024-07-01,17:00:00,Hombre,10-20 años,86,17:00:00,17,10-20 años
2024,Julio,2024-07-01,18:00:00,Hombre,10-20 años,102,18:00:00,18,10-20 años
2024,Julio,2024-07-01,19:00:00,Hombre,10-20 años,103,19:00:00,19,10-20 años
2024,Julio,2024-07-01,20:00:00,Hombre,10-20 años,73,20:00:00,20,10-20 años
2024,Julio,2024-07-01,21:00:00,Hombre,10-20 años,75,21:00:00,21,10-20 años
2024,Julio,2024-07-01,22:00:00,Hombre,10-20 años,62,22:00:00,22,10-20 años
2024,Julio,2024-07-01,23:00:00,Hombre,10-20 años,30,23:00:00,23,10-20 años
2024,Julio,2024-07-01,00:00:00,Hombre,21-30 años,55,00:00:00,0,21-30 años
2024,Julio,2024-07-01,01:00:00,Hombre,21-30 años,4,01:00:00,1,21-30 años
2024,Julio,2024-07-01,05:00:00,Hombre,21-30 años,35,05:00:00,5,21-30 años
2024,Julio,2024-07-01,06:00:00,Hombre,21-30 años,130,06:00:00,6,21-30 años
2024,Julio,2024-07-01,07:00:00,Hombre,21-30 años,360,07:00:00,7,21-30 años
2024,Julio,2024-07-01,08:00:00,Hombre,21-30 años,753,08:00:00,8,21-30 años
2024,Julio,2024-07-01,09:00:00,Hombre,21-30 años,926,09:00:00,9,21-30 años
2024,Julio,2024-07-01,10:00:00,Hombre,21-30 años,591,10:00:00,10,21-30 años
2024,Julio,2024-07-01,11:00:00,Hombre,21-30 años,480,11:00:00,11,21-30 años
2024,Julio,2024-07-01,12:00:00,Hombre,21-30 años,625,12:00:00,12,21-30 años
2024,Julio,2024-07-01,13:00:00,Hombre,21-30 años,774,13:00:00,13,21-30 años
2024,Julio,2024-07-01,14:00:00,Hombre,21-30 años,1096,14:00:00,14,21-30 años
2024,Julio,2024-07-01,15:00:00,Hombre,21-30 años,1135,15:00:00,15,21-30 años
2024,Julio,2024-07-01,16:00:00,Hombre,21-30 años,1020,16:00:00,16,21-30 años
2024,Julio,2024-07-01,17:00:00,Hombre,21-30 años,1299,17:00:00,17,21-30 años
2024,Julio,2024-07-01,18:00:00,Hombre,21-30 años,1951,18:00:00,18,21-30 años
2024,Julio,2024-07-01,19:00:00,Hombre,21-30 años,1626,19:00:00,19,21-30 años
2024,Julio,2024-07-01,20:00:00,Hombre,21-30 años,1123,20:00:00,20,21-30 años
2024,Julio,2024-07-01,21:00:00,Hombre,21-30 años,893,21:00:00,21,21-30 años
2024,Julio,2024-07-01,22:00:00,Hombre,21-30 años,563,22:00:00,22,21-30 años
2024,Julio,2024-07-01,23:00:00,Hombre,21-30 años,359,23:00:00,23,21-30 años
2024,Julio,2024-07-01,00:00:00,Hombre,31-40 años,27,00:00:00,0,31-40 años
2024,Julio,2024-07-01,01:00:00,Hombre,31-40 años,1,01:00:00,1,31-40 años
2024,Julio,2024-07-01,03:00:00,Hombre,31-40 años,1,03:00:00,3,31-40 años
2024,Julio,2024-07-01,05:00:00,Hombre,31-40 años,16,05:00:00,5,31-40 años
2024,Julio,2024-07-01,06:00:00,Hombre,31-40 años,138,06:00:00,6,31-40 años
2024,Julio,2024-07-01,07:00:00,Hombre,31-40 años,365,07:00:00,7,31-40 años
2024,Julio,2024-07-01,08:00:00,Hombre,31-40 años,636,08:00:00,8,31-40 años
2024,Julio,2024-07-01,09:00:00,Hombre,31-40 años,868,09:00:00,9,31-40 años
2024,Julio,2024-07-01,10:00:00,Hombre,31-40 años,586,10:00:00,10,31-40 años
2024,Julio,2024-07-01,11:00:00,Hombre,31-40 años,447,11:00:00,11,31-40 años
2024,Julio,2024-07-01,12:00:00,Hombre,31-40 años,534,12:00:00,12,31-40 años
2024,Julio,2024-07-01,13:00:00,Hombre,31-40 años,717,13:00:00,13,31-40 años
2024,Julio,2024-07-01,14:00:00,Hombre,31-40 años,968,14:00:00,14,31-40 años
2024,Julio,2024-07-01,15:00:00,Hombre,31-40 años,1098,15:00:00,15,31-40 años
2024,Julio,2024-07-01,16:00:00,Hombre,31-40 años,939,16:00:00,16,31-40 años
2024,Julio,2024-07-01,17:00:00,Hombre,31-40 años,1292,17:00:00,17,31-40 años
2024,Julio,2024-07-01,18:00:00,Hombre,31-40 años,1776,18:00:00,18,31-40 años
2024,Julio,2024-07-01,19:00:00,Hombre,31-40 años,1423,19:00:00,19,31-40 años
2024,Julio,2024-07-01,20:00:00,Hombre,31-40 años,1014,20:00:00,20,31-40 años
2024,Julio,2024-07-01,21:00:00,Hombre,31-40 años,731,21:00:00,21,31-40 años
2024,Julio,2024-07-01,22:00:00,Hombre,31-40 años,450,22:00:00,22,31-40 años
2024,Julio,2024-07-01,23:00:00,Hombre,31-40 años,235,23:00:00,23,31-40 años
2024,Julio,2024-07-01,00:00:00,Hombre,41-50 años,11,00:00:00,0,41-50 años
2024,Julio,2024-07-01,01:00:00,Hombre,41-50 años,1,01:00:00,1,41-50 años
2024,Julio,2024-07-01,05:00:00,Hombre,41-50 años,8,05:00:00,5,41-50 años
2024,Julio,2024-07-01,06:00:00,Hombre,41-50 años,53,06:00:00,6,41-50 años
2024,Julio,2024-07-01,07:00:00,Hombre,41-50 años,143,07:00:00,7,41-50 años
2024,Julio,2024-07-01,08:00:00,Hombre,41-50 años,262,08:00:00,8,41-50 años
2024,Julio,2024-07-01,09:00:00,Hombre,41-50 años,355,09:00:00,9,41-50 años
2024,Julio,2024-07-01,10:00:00,Hombre,41-50 años,226,10:00:00,10,41-50 años
2024,Julio,2024-07-01,11:00:00,Hombre,41-50 años,218,11:00:00,11,41-50 años
2024,Julio,2024-07-01,12:00:00,Hombre,41-50 años,237,12:00:00,12,41-50 años
2024,Julio,2024-07-01,13:00:00,Hombre,41-50 años,363,13:00:00,13,41-50 años
2024,Julio,2024-07-01,14:00:00,Hombre,41-50 años,466,14:00:00,14,41-50 años
2024,Julio,2024-07-01,15:00:00,Hombre,41-50 años,477,15:00:00,15,41-50 años
2024,Julio,2024-07-01,16:00:00,Hombre,41-50 años,439,16:00:00,16,41-50 años
2024,Julio,2024-07-01,17:00:00,Hombre,41-50 años,479,17:00:00,17,41-50 años
2024,Julio,2024-07-01,18:00:00,Hombre,41-50 años,725,18:00:00,18,41-50 años
2024,Julio,2024-07-01,19:00:00,Hombre,41-50 años,537,19:00:00,19,41-50 años
2024,Julio,2024-07-01,20:00:00,Hombre,41-50 años,344,20:00:00,20,41-50 años
2024,Julio,2024-07-01,21:00:00,Hombre,41-50 años,243,21:00:00,21,41-50 años
2024,Julio,2024-07-01,22:00:00,Hombre,41-50 años,170,22:00:00,22,41-50 años
2024,Julio,2024-07-01,23:00:00,Hombre,41-50 años,66,23:00:00,23,41-50 años
2024,Julio,2024-07-01,00:00:00,Hombre,51-60 años,3,00:00:00,0,51-60 años
2024,Julio,2024-07-01,05:00:00,Hombre,51-60 años,8,05:00:00,5,51-60 años
2024,Julio,2024-07-01,06:00:00,Hombre,51-60 años,23,06:00:00,6,51-60 años
2024,Julio,2024-07-01,07:00:00,Hombre,51-60 años,37,07:00:00,7,51-60 años
2024,Julio,2024-07-01,08:00:00,Hombre,51-60 años,93,08:00:00,8,51-60 años
2024,Julio,2024-07-01,09:00:00,Hombre,51-60 años,120,09:00:00,9,51-60 años
2024,Julio,2024-07-01,10:00:00,Hombre,51-60 años,102,10:00:00,10,51-60 años
2024,Julio,2024-07-01,11:00:00,Hombre,51-60 años,96,11:00:00,11,51-60 años
2024,Julio,2024-07-01,12:00:00,Hombre,51-60 años,138,12:00:00,12,51-60 años
2024,Julio,2024-07-01,13:00:00,Hombre,51-60 años,189,13:00:00,13,51-60 años
2024,Julio,2024-07-01,14:00:00,Hombre,51-60 años,217,14:00:00,14,51-60 años
2024,Julio,2024-07-01,15:00:00,Hombre,51-60 años,239,15:00:00,15,51-60 años
2024,Julio,2024-07-01,16:00:00,Hombre,51-60 años,173,16:00:00,16,51-60 años
2024,Julio,2024-07-01,17:00:00,Hombre,51-60 años,214,17:00:00,17,51-60 años
2024,Julio,2024-07-01,18:00:00,Hombre,51-60 años,253,18:00:00,18,51-60 años
2024,Julio,2024-07-01,19:00:00,Hombre,51-60 años,185,19:00:00,19,51-60 años
2024,Julio,2024-07-01,20:00:00,Hombre,51-60 años,121,20:00:00,20,51-60 años
2024,Julio,2024-07-01,21:00:00,Hombre,51-60 años,84,21:00:00,21,51-60 años
2024,Julio,2024-07-01,22:00:00,Hombre,51-60 años,44,22:00:00,22,51-60 años
2024,Julio,2024-07-01,23:00:00,Hombre,51-60 años,22,23:00:00,23,51-60 años
2024,Julio,2024-07-01,00:00:00,Hombre,61-70 años,1,00:00:00,0,61-70 años
2024,Julio,2024-07-01,05:00:00,Hombre,61-70 años,1,05:00:00,5,61-70 años
2024,Julio,2024-07-01,06:00:00,Hombre,61-70 años,3,06:00:00,6,61-70 años
2024,Julio,2024-07-01,07:00:00,Hombre,61-70 años,10,07:00:00,7,61-70 años
2024,Julio,2024-07-01,08:00:00,Hombre,61-70 años,17,08:00:00,8,61-70 años
2024,Julio,2024-07-01,09:00:00,Hombre,61-70 años,34,09:00:00,9,61-70 años
2024,Julio,2024-07-01,10:00:00,Hombre,61-70 años,38,10:00:00,10,61-70 años
2024,Julio,2024-07-01,11:00:00,Hombre,61-70 años,40,11:00:00,11,61-70 años
2024,Julio,2024-07-01,12:00:00,Hombre,61-70 años,35,12:00:00,12,61-70 años
2024,Julio,2024-07-01,13:00:00,Hombre,61-70 años,68,13:00:00,13,61-70 años
2024,Julio,2024-07-01,14:00:00,Hombre,61-70 años,69,14:00:00,14,61-70 años
2024,Julio,2024-07-01,15:00:00,Hombre,61-70 años,64,15:00:00,15,61-70 años
2024,Julio,2024-07-01,16:00:00,Hombre,61-70 años,67,16:00:00,16,61-70 años
2024,Julio,2024-07-01,17:00:00,Hombre,61-70 años,57,17:00:00,17,61-70 años
2024,Julio,2024-07-01,18:00:00,Hombre,61-70 años,46,18:00:00,18,61-70 años
2024,Julio,2024-07-01,19:00:00,Hombre,61-70 años,35,19:00:00,19,61-70 años
2024,Julio,2024-07-01,20:00:00,Hombre,61-70 años,14,20:00:00,20,61-70 años
2024,Julio,2024-07-01,21:00:00,Hombre,61-70 años,12,21:00:00,21,61-70 años
2024,Julio,2024-07-01,22:00:00,Hombre,61-70 años,12,22:00:00,22,61-70 años
2024,Julio,2024-07-01,23:00:00,Hombre,61-70 años,4,23:00:00,23,61-70 años
2024,Julio,2024-07-01,06:00:00,Hombre,71-80 años,1,06:00:00,6,71-80 años
2024,Julio,2024-07-01,07:00:00,Hombre,71-80 años,2,07:00:00,7,71-80 años
2024,Julio,2024-07-01,08:00:00,Hombre,71-80 años,3,08:00:00,8,71-80 años
2024,Julio,2024-07-01,09:00:00,Hombre,71-80 años,7,09:00:00,9,71-80 años
2024,Julio,2024-07-01,10:00:00,Hombre,71-80 años,6,10:00:00,10,71-80 años
2024,Julio,2024-07-01,11:00:00,Hombre,71-80 años,4,11:00:00,11,71-80 años
2024,Julio,2024-07-01,12:00:00,Hombre,71-80 años,2,12:00:00,12,71-80 años
2024,Julio,2024-07-01,13:00:00,Hombre,71-80 años,9,13:00:00,13,71-80 años
2024,Julio,2024-07-01,14:00:00,Hombre,71-80 años,8,14:00:00,14,71-80 años
2024,Julio,2024-07-01,15:00:00,Hombre,71-80 años,10,15:00:00,15,71-80 años
2024,Julio,2024-07-01,16:00:00,Hombre,71-80 años,2,16:00:00,16,71-80 años
2024,Julio,2024-07-01,17:00:00,Hombre,71-80 años,12,17:00:00,17,71-80 años
2024,Julio,2024-07-01,18:00:00,Hombre,71-80 años,8,18:00:00,18,71-80 años
2024,Julio,2024-07-01,19:00:00,Hombre,71-80 años,4,19:00:00,19,71-80 años
2024,Julio,2024-07-01,20:00:00,Hombre,71-80 años,3,20:00:00,20,71-80 años
2024,Julio,2024-07-01,21:00:00,Hombre,71-80 años,1,21:00:00,21,71-80 años
2024,Julio,2024-07-01,22:00:00,Hombre,71-80 años,1,22:00:00,22,71-80 años
2024,Julio,2024-07-01,23:00:00,Hombre,71-80 años,3,23:00:00,23,71-80 años
2024,Julio,2024-07-01,06:00:00,Mujer,10-20 años,3,06:00:00,6,10-20 años
2024,Julio,2024-07-01,07:00:00,Mujer,10-20 años,8,07:00:00,7,10-20 años
2024,Julio,2024-07-01,08:00:00,Mujer,10-20 años,9,08:00:00,8,10-20 años
2024,Julio,2024-07-01,09:00:00,Mujer,10-20 años,12,09:00:00,9,10-20 años
2024,Julio,2024-07-01,10:00:00,Mujer,10-20 años,17,10:00:00,10,10-20 años
2024,Julio,2024-07-01,11:00:00,Mujer,10-20 años,10,11:00:00,11,10-20 años
2024,Julio,2024-07-01,12:00:00,Mujer,10-20 años,37,12:00:00,12,10-20 años
2024,Julio,2024-07-01,13:00:00,Mujer,10-20 años,31,13:00:00,13,10-20 años
2024,Julio,2024-07-01,14:00:00,Mujer,10-20 años,54,14:00:00,14,10-20 años
2024,Julio,2024-07-01,15:00:00,Mujer,10-20 años,36,15:00:00,15,10-20 años
2024,Julio,2024-07-01,16:00:00,Mujer,10-20 años,37,16:00:00,16,10-20 años
2024,Julio,2024-07-01,17:00:00,Mujer,10-20 años,33,17:00:00,17,10-20 años
2024,Julio,2024-07-01,18:00:00,Mujer,10-20 años,36,18:00:00,18,10-20 años
2024,Julio,2024-07-01,19:00:00,Mujer,10-20 años,39,19:00:00,19,10-20 años
2024,Julio,2024-07-01,20:00:00,Mujer,10-20 años,31,20:00:00,20,10-20 años
2024,Julio,2024-07-01,21:00:00,Mujer,10-20 años,21,21:00:00,21,10-20 años
2024,Julio,2024-07-01,22:00:00,Mujer,10-20 años,23,22:00:00,22,10-20 años
2024,Julio,2024-07-01,23:00:00,Mujer,10-20 años,12,23:00:00,23,10-20 años
2024,Julio,2024-07-01,00:00:00,Mujer,21-30 años,8,00:00:00,0,21-30 años
2024,Julio,2024-07-01,05:00:00,Mujer,21-30 años,17,05:00:00,5,21-30 años
2024,Julio,2024-07-01,06:00:00,Mujer,21-30 años,52,06:00:00,6,21-30 años
2024,Julio,2024-07-01,07:00:00,Mujer,21-30 años,167,07:00:00,7,21-30 años
2024,Julio,2024-07-01,08:00:00,Mujer,21-30 años,314,08:00:00,8,21-30 años
2024,Julio,2024-07-01,09:00:00,Mujer,21-30 años,437,09:00:00,9,21-30 años
2024,Julio,2024-07-01,10:00:00,Mujer,21-30 años,268,10:00:00,10,21-30 años
2024,Julio,2024-07-01,11:00:00,Mujer,21-30 años,223,11:00:00,11,21-30 años
2024,Julio,2024-07-01,12:00:00,Mujer,21-30 años,247,12:00:00,12,21-30 años
2024,Julio,2024-07-01,13:00:00,Mujer,21-30 años,363,13:00:00,13,21-30 años
2024,Julio,2024-07-01,14:00:00,Mujer,21-30 años,484,14:00:00,14,21-30 años
2024,Julio,2024-07-01,15:00:00,Mujer,21-30 años,533,15:00:00,15,21-30 años
2024,Julio,2024-07-01,16:00:00,Mujer,21-30 años,488,16:00:00,16,21-30 años
2024,Julio,2024-07-01,17:00:00,Mujer,21-30 años,680,17:00:00,17,21-30 años
2024,Julio,2024-07-01,18:00:00,Mujer,21-30 años,1081,18:00:00,18,21-30 años
2024,Julio,2024-07-01,19:00:00,Mujer,21-30 años,871,19:00:00,19,21-30 años
2024,Julio,2024-07-01,20:00:00,Mujer,21-30 años,529,20:00:00,20,21-30 años
2024,Julio,2024-07-01,21:00:00,Mujer,21-30 años,334,21:00:00,21,21-30 años
2024,Julio,2024-07-01,22:00:00,Mujer,21-30 años,192,22:00:00,22,21-30 años
2024,Julio,2024-07-01,23:00:00,Mujer,21-30 años,112,23:00:00,23,21-30 años
2024,Julio,2024-07-01,00:00:00,Mujer,31-40 años,4,00:00:00,0,31-40 años
2024,Julio,2024-07-01,05:00:00,Mujer,31-40 años,6,05:00:00,5,31-40 años
2024,Julio,2024-07-01,06:00:00,Mujer,31-40 años,48,06:00:00,6,31-40 años
2024,Julio,2024-07-01,07:00:00,Mujer,31-40 años,111,07:00:00,7,31-40 años
2024,Julio,2024-07-01,08:00:00,Mujer,31-40 años,230,08:00:00,8,31-40 años
2024,Julio,2024-07-01,09:00:00,Mujer,31-40 años,291,09:00:00,9,31-40 años
2024,Julio,2024-07-01,10:00:00,Mujer,31-40 años,211,10:00:00,10,31-40 años
2024,Julio,2024-07-01,11:00:00,Mujer,31-40 años,184,11:00:00,11,31-40 años
2024,Julio,2024-07-01,12:00:00,Mujer,31-40 años,196,12:00:00,12,31-40 años
2024,Julio,2024-07-01,13:00:00,Mujer,31-40 años,268,13:00:00,13,31-40 años
2024,Julio,2024-07-01,14:00:00,Mujer,31-40 años,381,14:00:00,14,31-40 años
2024,Julio,2024-07-01,15:00:00,Mujer,31-40 años,412,15:00:00,15,31-40 años
2024,Julio,2024-07-01,16:00:00,Mujer,31-40 años,346,16:00:00,16,31-40 años
2024,Julio,2024-07-01,17:00:00,Mujer,31-40 años,568,17:00:00,17,31-40 años
2024,Julio,2024-07-01,18:00:00,Mujer,31-40 años,783,18:00:00,18,31-40 años
2024,Julio,2024-07-01,19:00:00,Mujer,31-40 años,587,19:00:00,19,31-40 años
2024,Julio,2024-07-01,20:00:00,Mujer,31-40 años,365,20:00:00,20,31-40 años
2024,Julio,2024-07-01,21:00:00,Mujer,31-40 años,247,21:00:00,21,31-40 años
2024,Julio,2024-07-01,22:00:00,Mujer,31-40 años,116,22:00:00,22,31-40 años
2024,Julio,2024-07-01,23:00:00,Mujer,31-40 años,82,23:00:00,23,31-40 años
2024,Julio,2024-07-01,00:00:00,Mujer,41-50 años,1,00:00:00,0,41-50 años
2024,Julio,2024-07-01,01:00:00,Mujer,41-50 años,1,01:00:00,1,41-50 años
2024,Julio,2024-07-01,05:00:00,Mujer,41-50 años,2,05:00:00,5,41-50 años
2024,Julio,2024-07-01,06:00:00,Mujer,41-50 años,13,06:00:00,6,41-50 años
2024,Julio,2024-07-01,07:00:00,Mujer,41-50 años,46,07:00:00,7,41-50 años
2024,Julio,2024-07-01,08:00:00,Mujer,41-50 años,74,08:00:00,8,41-50 años
2024,Julio,2024-07-01,09:00:00,Mujer,41-50 años,82,09:00:00,9,41-50 años
2024,Julio,2024-07-01,10:00:00,Mujer,41-50 años,52,10:00:00,10,41-50 años
2024,Julio,2024-07-01,11:00:00,Mujer,41-50 años,69,11:00:00,11,41-50 años
2024,Julio,2024-07-01,12:00:00,Mujer,41-50 años,58,12:00:00,12,41-50 años
2024,Julio,2024-07-01,13:00:00,Mujer,41-50 años,90,13:00:00,13,41-50 años
2024,Julio,2024-07-01,14:00:00,Mujer,41-50 años,128,14:00:00,14,41-50 años
2024,Julio,2024-07-01,15:00:00,Mujer,41-50 años,133,15:00:00,15,41-50 años
2024,Julio,2024-07-01,16:00:00,Mujer,41-50 años,127,16:00:00,16,41-50 años
2024,Julio,2024-07-01,17:00:00,Mujer,41-50 años,150,17:00:00,17,41-50 años
2024,Julio,2024-07-01,18:00:00,Mujer,41-50 años,207,18:00:00,18,41-50 años
2024,Julio,2024-07-01,19:00:00,Mujer,41-50 años,150,19:00:00,19,41-50 años
2024,Julio,2024-07-01,20:00:00,Mujer,41-50 años,107,20:00:00,20,41-50 años
2024,Julio,2024-07-01,21:00:00,Mujer,41-50 años,55,21:00:00,21,41-50 años
2024,Julio,2024-07-01,22:00:00,Mujer,41-50 años,37,22:00:00,22,41-50 años
2024,Julio,2024-07-01,23:00:00,Mujer,41-50 años,16,23:00:00,23,41-50 años
2024,Julio,2024-07-01,05:00:00,Mujer,51-60 años,2,05:00:00,5,51-60 años
2024,Julio,2024-07-01,06:00:00,Mujer,51-60 años,5,06:00:00,6,51-60 años
2024,Julio,2024-07-01,07:00:00,Mujer,51-60 años,14,07:00:00,7,51-60 años
2024,Julio,2024-07-01,08:00:00,Mujer,51-60 años,25,08:00:00,8,51-60 años
2024,Julio,2024-07-01,09:00:00,Mujer,51-60 años,31,09:00:00,9,51-60 años
2024,Julio,2024-07-01,10:00:00,Mujer,51-60 años,19,10:00:00,10,51-60 años
2024,Julio,2024-07-01,11:00:00,Mujer,51-60 años,14,11:00:00,11,51-60 años
2024,Julio,2024-07-01,12:00:00,Mujer,51-60 años,28,12:00:00,12,51-60 años
2024,Julio,2024-07-01,13:00:00,Mujer,51-60 años,35,13:00:00,13,51-60 años
2024,Julio,2024-07-01,14:00:00,Mujer,51-60 años,42,14:00:00,14,51-60 años
2024,Julio,2024-07-01,15:00:00,Mujer,51-60 años,50,15:00:00,15,51-60 años
2024,Julio,2024-07-01,16:00:00,Mujer,51-60 años,53,16:00:00,16,51-60 años
2024,Julio,2024-07-01,17:00:00,Mujer,51-60 años,55,17:00:00,17,51-60 años
2024,Julio,2024-07-01,18:00:00,Mujer,51-60 años,42,18:00:00,18,51-60 años
2024,Julio,2024-07-01,19:00:00,Mujer,51-60 años,53,19:00:00,19,51-60 años
2024,Julio,2024-07-01,20:00:00,Mujer,51-60 años,31,20:00:00,20,51-60 años
2024,Julio,2024-07-01,21:00:00,Mujer,51-60 años,19,21:00:00,21,51-60 años
2024,Julio,2024-07-01,22:00:00,Mujer,51-60 años,16,22:00:00,22,51-60 años
2024,Julio,2024-07-01,23:00:00,Mujer,51-60 años,1,23:00:00,23,51-60 años
2024,Julio,2024-07-01,00:00:00,Mujer,61-70 años,1,00:00:00,0,61-70 años
2024,Julio,2024-07-01,06:00:00,Mujer,61-70 años,4,06:00:00,6,61-70 años
2024,Julio,2024-07-01,07:00:00,Mujer,61-70 años,1,07:00:00,7,61-70 años
2024,Julio,2024-07-01,08:00:00,Mujer,61-70 años,7,08:00:00,8,61-70 años
2024,Julio,2024-07-01,09:00:00,Mujer,61-70 años,6,09:00:00,9,61-70 años
2024,Julio,2024-07-01,10:00:00,Mujer,61-70 años,6,10:00:00,10,61-70 años
2024,Julio,2024-07-01,11:00:00,Mujer,61-70 años,14,11:00:00,11,61-70 años
2024,Julio,2024-07-01,12:00:00,Mujer,61-70 años,11,12:00:00,12,61-70 años
2024,Julio,2024-07-01,13:00:00,Mujer,61-70 años,12,13:00:00,13,61-70 años
2024,Julio,2024-07-01,14:00:00,Mujer,61-70 años,15,14:00:00,14,61-70 años
2024,Julio,2024-07-01,15:00:00,Mujer,61-70 años,10,15:00:00,15,61-70 años
2024,Julio,2024-07-01,16:00:00,Mujer,61-70 años,9,16:00:00,16,61-70 años
2024,Julio,2024-07-01,17:00:00,Mujer,61-70 años,19,17:00:00,17,61-70 años
2024,Julio,2024-07-01,18:00:00,Mujer,61-70 años,13,18:00:00,18,61-70 años
2024,Julio,2024-07-01,19:00:00,Mujer,61-70 años,6,19:00:00,19,61-70 años
2024,Julio,2024-07-01,20:00:00,Mujer,61-70 años,6,20:00:00,20,61-70 años
2024,Julio,2024-07-01,21:00:00,Mujer,61-70 años,2,21:00:00,21,61-70 años
2024,Julio,2024-07-01,22:00:00,Mujer,61-70 años,5,22:00:00,22,61-70 años
2024,Julio,2024-07-01,09:00:00,Mujer,71-80 años,1,09:00:00,9,71-80 años
2024,Julio,2024-07-01,13:00:00,Mujer,71-80 años,2,13:00:00,13,71-80 años
2024,Julio,2024-07-01,15:00:00,Mujer,71-80 años,1,15:00:00,15,71-80 años
2024,Julio,2024-07-01,17:00:00,Mujer,71-80 años,2,17:00:00,17,71-80 años
2024,Julio,2024-07-01,18:00:00,Mujer,71-80 años,1,18:00:00,18,71-80 años
2024,Julio,2024-07-01,19:00:00,Mujer,71-80 años,2,19:00:00,19,71-80 años
2024,Julio,2024-07-01,20:00:00,Mujer,71-80 años,2,20:00:00,20,71-80 años
2024,Julio,2024-07-01,21:00:00,Mujer,71-80 años,2,21:00:00,21,71-80 años
2024,Julio,2024-07-01,00:00:00,Otro,10-20 años,1,00:00:00,0,10-20 años
2024,Julio,2024-07-01,09:00:00,Otro,10-20 años,1,09:00:00,9,10-20 años
2024,Julio,2024-07-01,12:00:00,Otro,10-20 años,3,12:00:00,12,10-20 años
2024,Julio,2024-07-01,13:00:00,Otro,10-20 años,3,13:00:00,13,10-20 años
2024,Julio,2024-07-01,15:00:00,Otro,10-20 años,4,15:00:00,15,10-20 años
2024,Julio,2024-07-01,16:00:00,Otro,10-20 años,2,16:00:00,16,10-20 años
2024,Julio,2024-07-01,20:00:00,Otro,10-20 años,1,20:00:00,20,10-20 años
2024,Julio,2024-07-01,21:00:00,Otro,10-20 años,2,21:00:00,21,10-20 años
2024,Julio,2024-07-01,22:00:00,Otro,10-20 años,2,22:00:00,22,10-20 años
2024,Julio,2024-07-01,00:00:00,Otro,21-30 años,3,00:00:00,0,21-30 años
2024,Julio,2024-07-01,05:00:00,Otro,21-30 años,1,05:00:00,5,21-30 años
2024,Julio,2024-07-01,06:00:00,Otro,21-30 años,5,06:00:00,6,21-30 años
2024,Julio,2024-07-01,07:00:00,Otro,21-30 años,13,07:00:00,7,21-30 años
2024,Julio,2024-07-01,08:00:00,Otro,21-30 años,20,08:00:00,8,21-30 años
2024,Julio,2024-07-01,09:00:00,Otro,21-30 años,21,09:00:00,9,21-30 años
2024,Julio,2024-07-01,10:00:00,Otro,21-30 años,23,10:00:00,10,21-30 años
2024,Julio,2024-07-01,11:00:00,Otro,21-30 años,18,11:00:00,11,21-30 años
2024,Julio,2024-07-01,12:00:00,Otro,21-30 años,27,12:00:00,12,21-30 años
2024,Julio,2024-07-01,13:00:00,Otro,21-30 años,28,13:00:00,13,21-30 años
2024,Julio,2024-07-01,14:00:00,Otro,21-30 años,35,14:00:00,14,21-30 años
2024,Julio,2024-07-01,15:00:00,Otro,21-30 años,50,15:00:00,15,21-30 años
2024,Julio,2024-07-01,16:00:00,Otro,21-30 años,49,16:00:00,16,21-30 años
2024,Julio,2024-07-01,17:00:00,Otro,21-30 años,40,17:00:00,17,21-30 años
2024,Julio,2024-07-01,18:00:00,Otro,21-30 años,50,18:00:00,18,21-30 años
2024,Julio,2024-07-01,19:00:00,Otro,21-30 años,62,19:00:00,19,21-30 años
2024,Julio,2024-07-01,20:00:00,Otro,21-30 años,43,20:00:00,20,21-30 años
2024,Julio,2024-07-01,21:00:00,Otro,21-30 años,33,21:00:00,21,21-30 años
2024,Julio,2024-07-01,22:00:00,Otro,21-30 años,18,22:00:00,22,21-30 años
2024,Julio,2024-07-01,23:00:00,Otro,21-30 años,10,23:00:00,23,21-30 años
2024,Julio,2024-07-01,00:00:00,Otro,31-40 años,1,00:00:00,0,31-40 años
2024,Julio,2024-07-01,06:00:00,Otro,31-40 años,6,06:00:00,6,31-40 años
